id,source,category,age_range,difficulty,language_style,title,india_concept,bible_reference,memory_verse,kid_friendly_explanation,activity_idea,kid_prompt,answer_key,safety_tag
280,World Values Survey,Sports,6–8,2,Hinglish,God cares about library hour; practice Respect: Digital kindness in chats.,Digital kindness in chats,Matthew 7:12,Do to others what you would have them do to you.,"Digital kindness in chats ke dauran library hour mein respect dikhana seekhein. Helmet peheno, safety first!",Act out a short skit with friends.,What is one way to show respect during library hour?,By practicing digital kindness in chats and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
281,World Values Survey,Civics,10–12,3,English,God cares about market visits; practice Hard work: Digital kindness in chats.,Digital kindness in chats,Proverbs 3:5,Trust in the Lord with all your heart.,"During market visits, practice hard work. Digital kindness in chats is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show hard work during market visits?,By practicing digital kindness in chats and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
282,World Values Survey,Creativity,6–8,1,English,God cares about sports practice; practice Kindness: Traffic safety and helmets.,Traffic safety and helmets,Proverbs 3:5,Trust in the Lord with all your heart.,"During sports practice, practice kindness. Traffic safety and helmets is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show kindness during sports practice?,By practicing traffic safety and helmets and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
283,World Values Survey,School,6–8,3,English,Show Honesty when you temple/church visits: Digital kindness in chats.,Digital kindness in chats,Psalm 24:1,"The earth is the Lord’s, and everything in it.","During temple/church visits, practice honesty. Digital kindness in chats is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show honesty during temple/church visits?,"By practicing digital kindness in chats and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
284,World Values Survey,Travel,10–12,2,English,Be Courage in library hour: Cricket fair play.,Cricket fair play,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During library hour, practice courage. Cricket fair play is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show courage during library hour?,"By practicing cricket fair play and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
285,World Values Survey,Honesty,10–12,1,English,God cares about school line; practice Mercy: Traffic safety and helmets.,Traffic safety and helmets,Matthew 7:12,Do to others what you would have them do to you.,"During school line, practice mercy. Traffic safety and helmets is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show mercy during school line?,By practicing traffic safety and helmets and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
286,World Values Survey,Technology,8–10,1,English,Show Humility when you sports practice: Keeping temples and parks clean.,Keeping temples and parks clean,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During sports practice, practice humility. Keeping temples and parks clean is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show humility during sports practice?,"By practicing keeping temples and parks clean and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
287,World Values Survey,Family,8–10,3,Hinglish,God cares about park clean-ups; practice Kindness: Cricket fair play.,Cricket fair play,Proverbs 3:5,Trust in the Lord with all your heart.,Cricket fair play ke dauran park clean-ups mein kindness dikhana seekhein. Elders ko respect dikhana chahiye.,Plant a seed and write a care plan.,What is one way to show kindness during park clean-ups?,By practicing cricket fair play and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
288,World Values Survey,Nature,10–12,1,English,Be Kindness in playground games: Using inside voices in public places.,Using inside voices in public places,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During playground games, practice kindness. Using inside voices in public places is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show kindness during playground games?,"By practicing using inside voices in public places and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
289,World Values Survey,Festival,8–10,2,English,Show Self-control when you music practice: Helping neighbors during festivals.,Helping neighbors during festivals,Proverbs 3:5,Trust in the Lord with all your heart.,"During music practice, practice self-control. Helping neighbors during festivals is a simple way to show care for others.",Create a recycling checklist for your class.,What is one way to show self-control during music practice?,By practicing helping neighbors during festivals and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
290,World Values Survey,Family,10–12,3,Hinglish,Be Mercy in playground games: Namaste greeting.,Namaste greeting,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.",Namaste greeting ke dauran playground games mein mercy dikhana seekhein. Please aur thank you bolna chahiye.,Write two sentences on how to apply this today.,What is one way to show mercy during playground games?,"By practicing namaste greeting and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
291,World Values Survey,Sports,8–10,3,Hinglish,"In music practice, choose Stewardship: Namaste greeting.",Namaste greeting,Proverbs 22:1,A good name is more desirable than great riches.,Namaste greeting ke dauran music practice mein stewardship dikhana seekhein. Line mein aage nahi ghusna chahiye.,Act out a short skit with friends.,What is one way to show stewardship during music practice?,By practicing namaste greeting and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
292,World Values Survey,Family,6–8,2,English,Show Mercy when you music practice: Recycling and saving water.,Recycling and saving water,Proverbs 22:1,A good name is more desirable than great riches.,"During music practice, practice mercy. Recycling and saving water is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show mercy during music practice?,By practicing recycling and saving water and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
293,World Values Survey,Work,8–10,3,English,Show Mercy when you market visits: Digital kindness in chats.,Digital kindness in chats,Proverbs 22:1,A good name is more desirable than great riches.,"During market visits, practice mercy. Digital kindness in chats is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show mercy during market visits?,By practicing digital kindness in chats and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
294,World Values Survey,Health,8–10,1,English,Show Hard work when you festival time: Recycling and saving water.,Recycling and saving water,Proverbs 15:1,A gentle answer turns away wrath.,"During festival time, practice hard work. Recycling and saving water is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show hard work during festival time?,By practicing recycling and saving water and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
295,World Values Survey,Respect,8–10,1,Hinglish,God cares about park clean-ups; practice Self-control: Keeping temples and parks clean.,Keeping temples and parks clean,Matthew 7:12,Do to others what you would have them do to you.,"Keeping temples and parks clean ke dauran park clean-ups mein self-control dikhana seekhein. Helmet peheno, safety first!",Draw a comic showing the lesson.,What is one way to show self-control during park clean-ups?,By practicing keeping temples and parks clean and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
296,World Values Survey,Health,8–10,3,Hinglish,God cares about playground games; practice Peacemaking: Queueing at shops and buses.,Queueing at shops and buses,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Queueing at shops and buses ke dauran playground games mein peacemaking dikhana seekhein. Line mein aage nahi ghusna chahiye.,Draw a comic showing the lesson.,What is one way to show peacemaking during playground games?,"By practicing queueing at shops and buses and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
297,World Values Survey,Creativity,6–8,3,English,"In market visits, choose Self-control: Library book care.",Library book care,Matthew 7:12,Do to others what you would have them do to you.,"During market visits, practice self-control. Library book care is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show self-control during market visits?,By practicing library book care and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
298,World Values Survey,School,8–10,3,Hinglish,Show Self-control when you park clean-ups: Queueing at shops and buses.,Queueing at shops and buses,Proverbs 3:5,Trust in the Lord with all your heart.,Queueing at shops and buses ke dauran park clean-ups mein self-control dikhana seekhein. Sach bolna zaroori hai.,Design a poster about the verse.,What is one way to show self-control during park clean-ups?,By practicing queueing at shops and buses and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
299,World Values Survey,Creativity,6–8,2,Hinglish,God cares about market visits; practice Courage: Respect for teachers (Guru).,Respect for teachers (Guru),Psalm 24:1,"The earth is the Lord’s, and everything in it.",Respect for teachers (Guru) ke dauran market visits mein courage dikhana seekhein. Please aur thank you bolna chahiye.,Make a thank-you card for a helper.,What is one way to show courage during market visits?,"By practicing respect for teachers (guru) and remembering Psalm 24:1 — The earth is the Lord’s, and everything in it.",non_sensitive
300,World Values Survey,Honesty,8–10,2,Hinglish,God cares about park clean-ups; practice Humility: Queueing at shops and buses.,Queueing at shops and buses,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Queueing at shops and buses ke dauran park clean-ups mein humility dikhana seekhein. Elders ko respect dikhana chahiye.,Plant a seed and write a care plan.,What is one way to show humility during park clean-ups?,"By practicing queueing at shops and buses and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
301,World Values Survey,Sports,10–12,2,Hinglish,"In classroom chores, choose Honesty: Respect for diverse languages.",Respect for diverse languages,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Respect for diverse languages ke dauran classroom chores mein honesty dikhana seekhein. Sach bolna zaroori hai.,Write two sentences on how to apply this today.,What is one way to show honesty during classroom chores?,"By practicing respect for diverse languages and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
302,World Values Survey,Honesty,10–12,1,Hinglish,God cares about festival time; practice Honesty: Tiffin sharing kindly.,Tiffin sharing kindly,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Tiffin sharing kindly ke dauran festival time mein honesty dikhana seekhein. Please aur thank you bolna chahiye.,Write two sentences on how to apply this today.,What is one way to show honesty during festival time?,"By practicing tiffin sharing kindly and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
303,World Values Survey,Festival,10–12,3,English,Show Hard work when you school line: Respect for diverse languages.,Respect for diverse languages,Proverbs 3:5,Trust in the Lord with all your heart.,"During school line, practice hard work. Respect for diverse languages is a simple way to show care for others.",Design a poster about the verse.,What is one way to show hard work during school line?,By practicing respect for diverse languages and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
304,World Values Survey,Family,8–10,1,Hinglish,Show Kindness when you temple/church visits: Handwashing before meals.,Handwashing before meals,Matthew 7:12,Do to others what you would have them do to you.,Handwashing before meals ke dauran temple/church visits mein kindness dikhana seekhein. Please aur thank you bolna chahiye.,Plant a seed and write a care plan.,What is one way to show kindness during temple/church visits?,By practicing handwashing before meals and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
305,World Values Survey,Technology,8–10,3,Hinglish,God cares about classroom chores; practice Honesty: Public transport manners.,Public transport manners,Proverbs 15:1,A gentle answer turns away wrath.,Public transport manners ke dauran classroom chores mein honesty dikhana seekhein. Line mein aage nahi ghusna chahiye.,Draw a comic showing the lesson.,What is one way to show honesty during classroom chores?,By practicing public transport manners and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
306,World Values Survey,Travel,6–8,2,English,Show Hard work when you music practice: Respect for teachers (Guru).,Respect for teachers (Guru),Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","During music practice, practice hard work. Respect for teachers (Guru) is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show hard work during music practice?,"By practicing respect for teachers (guru) and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
307,World Values Survey,Family,10–12,2,English,God cares about classroom chores; practice Honesty: Traffic safety and helmets.,Traffic safety and helmets,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.","During classroom chores, practice honesty. Traffic safety and helmets is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show honesty during classroom chores?,"By practicing traffic safety and helmets and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
308,World Values Survey,Sports,8–10,3,English,God cares about family meals; practice Respect: Handwashing before meals.,Handwashing before meals,Proverbs 15:1,A gentle answer turns away wrath.,"During family meals, practice respect. Handwashing before meals is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show respect during family meals?,By practicing handwashing before meals and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
309,World Values Survey,Civics,8–10,2,English,"In sports practice, choose Honesty: Queueing at shops and buses.",Queueing at shops and buses,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During sports practice, practice honesty. Queueing at shops and buses is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show honesty during sports practice?,"By practicing queueing at shops and buses and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
310,World Values Survey,Travel,10–12,2,English,Show Honesty when you music practice: Monsoon safety and helping.,Monsoon safety and helping,Matthew 7:12,Do to others what you would have them do to you.,"During music practice, practice honesty. Monsoon safety and helping is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show honesty during music practice?,By practicing monsoon safety and helping and remembering Matthew 7:12 — Do to others what you would have them do to you.,non_sensitive
311,World Values Survey,Helping,10–12,2,English,Show Kindness when you morning assembly: Helping neighbors during festivals.,Helping neighbors during festivals,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During morning assembly, practice kindness. Helping neighbors during festivals is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show kindness during morning assembly?,"By practicing helping neighbors during festivals and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
312,World Values Survey,School,10–12,2,Hinglish,"In library hour, choose Hard work: Monsoon safety and helping.",Monsoon safety and helping,Proverbs 3:5,Trust in the Lord with all your heart.,Monsoon safety and helping ke dauran library hour mein hard work dikhana seekhein. Sab ke saath share karna accha hota hai.,Create a recycling checklist for your class.,What is one way to show hard work during library hour?,By practicing monsoon safety and helping and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
313,World Values Survey,Nature,10–12,3,English,Be Self-control in sports practice: Respect for teachers (Guru).,Respect for teachers (Guru),Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During sports practice, practice self-control. Respect for teachers (Guru) is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show self-control during sports practice?,"By practicing respect for teachers (guru) and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
314,World Values Survey,Civics,8–10,2,Hinglish,"In music practice, choose Peacemaking: Respect for teachers (Guru).",Respect for teachers (Guru),Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Respect for teachers (Guru) ke dauran music practice mein peacemaking dikhana seekhein. Please aur thank you bolna chahiye.,Create a recycling checklist for your class.,What is one way to show peacemaking during music practice?,"By practicing respect for teachers (guru) and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
315,World Values Survey,Respect,10–12,2,English,"In morning assembly, choose Peacemaking: Cricket fair play.",Cricket fair play,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During morning assembly, practice peacemaking. Cricket fair play is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show peacemaking during morning assembly?,"By practicing cricket fair play and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
316,World Values Survey,Family,10–12,3,Hinglish,Be Humility in market visits: Tiffin sharing kindly.,Tiffin sharing kindly,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","Tiffin sharing kindly ke dauran market visits mein humility dikhana seekhein. Helmet peheno, safety first!",Make a thank-you card for a helper.,What is one way to show humility during market visits?,"By practicing tiffin sharing kindly and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
317,World Values Survey,Respect,8–10,2,Hinglish,God cares about festival time; practice Peacemaking: Public transport manners.,Public transport manners,Proverbs 3:5,Trust in the Lord with all your heart.,Public transport manners ke dauran festival time mein peacemaking dikhana seekhein. Sab ke saath share karna accha hota hai.,Draw a comic showing the lesson.,What is one way to show peacemaking during festival time?,By practicing public transport manners and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
318,World Values Survey,Health,6–8,3,English,God cares about temple/church visits; practice Courage: Respect for teachers (Guru).,Respect for teachers (Guru),Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During temple/church visits, practice courage. Respect for teachers (Guru) is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show courage during temple/church visits?,"By practicing respect for teachers (guru) and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
319,World Values Survey,Family,6–8,2,Hinglish,God cares about bus rides; practice Kindness: Namaste greeting.,Namaste greeting,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Namaste greeting ke dauran bus rides mein kindness dikhana seekhein. Sab ke saath share karna accha hota hai.,Draw a comic showing the lesson.,What is one way to show kindness during bus rides?,"By practicing namaste greeting and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
320,World Values Survey,Civics,8–10,1,English,Show Mercy when you park clean-ups: Tiffin sharing kindly.,Tiffin sharing kindly,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","During park clean-ups, practice mercy. Tiffin sharing kindly is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show mercy during park clean-ups?,"By practicing tiffin sharing kindly and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
321,World Values Survey,Technology,10–12,3,Hinglish,Show Peacemaking when you classroom chores: Library book care.,Library book care,Proverbs 22:1,A good name is more desirable than great riches.,Library book care ke dauran classroom chores mein peacemaking dikhana seekhein. Elders ko respect dikhana chahiye.,Create a recycling checklist for your class.,What is one way to show peacemaking during classroom chores?,By practicing library book care and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
322,World Values Survey,Helping,6–8,3,Hinglish,Be Stewardship in music practice: Respect for diverse languages.,Respect for diverse languages,Proverbs 15:1,A gentle answer turns away wrath.,Respect for diverse languages ke dauran music practice mein stewardship dikhana seekhein. Line mein aage nahi ghusna chahiye.,Start a 7‑day kindness chart at home.,What is one way to show stewardship during music practice?,By practicing respect for diverse languages and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
323,World Values Survey,Travel,10–12,3,English,Show Hard work when you classroom chores: Traffic safety and helmets.,Traffic safety and helmets,Proverbs 15:1,A gentle answer turns away wrath.,"During classroom chores, practice hard work. Traffic safety and helmets is a simple way to show care for others.",Make a thank-you card for a helper.,What is one way to show hard work during classroom chores?,By practicing traffic safety and helmets and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
324,World Values Survey,Creativity,10–12,3,Hinglish,God cares about music practice; practice Stewardship: Digital kindness in chats.,Digital kindness in chats,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.",Digital kindness in chats ke dauran music practice mein stewardship dikhana seekhein. Elders ko respect dikhana chahiye.,Design a poster about the verse.,What is one way to show stewardship during music practice?,"By practicing digital kindness in chats and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
325,World Values Survey,Honesty,8–10,2,English,"In morning assembly, choose Peacemaking: Monsoon safety and helping.",Monsoon safety and helping,Proverbs 15:1,A gentle answer turns away wrath.,"During morning assembly, practice peacemaking. Monsoon safety and helping is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show peacemaking during morning assembly?,By practicing monsoon safety and helping and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
326,World Values Survey,Respect,6–8,3,Hinglish,God cares about morning assembly; practice Peacemaking: Recycling and saving water.,Recycling and saving water,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.",Recycling and saving water ke dauran morning assembly mein peacemaking dikhana seekhein. Line mein aage nahi ghusna chahiye.,Write two sentences on how to apply this today.,What is one way to show peacemaking during morning assembly?,"By practicing recycling and saving water and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
327,World Values Survey,Health,8–10,3,Hinglish,God cares about playground games; practice Self-control: Traffic safety and helmets.,Traffic safety and helmets,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Traffic safety and helmets ke dauran playground games mein self-control dikhana seekhein. Sab ke saath share karna accha hota hai.,Act out a short skit with friends.,What is one way to show self-control during playground games?,"By practicing traffic safety and helmets and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
328,World Values Survey,Civics,10–12,2,Hinglish,"In family meals, choose Humility: Queueing at shops and buses.",Queueing at shops and buses,Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Queueing at shops and buses ke dauran family meals mein humility dikhana seekhein. Elders ko respect dikhana chahiye.,Create a recycling checklist for your class.,What is one way to show humility during family meals?,"By practicing queueing at shops and buses and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
329,World Values Survey,Travel,10–12,2,Hinglish,"In family meals, choose Kindness: Digital kindness in chats.",Digital kindness in chats,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.",Digital kindness in chats ke dauran family meals mein kindness dikhana seekhein. Elders ko respect dikhana chahiye.,Write two sentences on how to apply this today.,What is one way to show kindness during family meals?,"By practicing digital kindness in chats and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
330,World Values Survey,Nature,8–10,1,English,Show Self-control when you school line: Tiffin sharing kindly.,Tiffin sharing kindly,Proverbs 12:22,"The Lord detests lying lips, but he delights in people who are trustworthy.","During school line, practice self-control. Tiffin sharing kindly is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show self-control during school line?,"By practicing tiffin sharing kindly and remembering Proverbs 12:22 — The Lord detests lying lips, but he delights in people who are trustworthy.",non_sensitive
331,World Values Survey,Family,10–12,2,English,Show Mercy when you family meals: Helping neighbors during festivals.,Helping neighbors during festivals,Proverbs 22:1,A good name is more desirable than great riches.,"During family meals, practice mercy. Helping neighbors during festivals is a simple way to show care for others.",Plant a seed and write a care plan.,What is one way to show mercy during family meals?,By practicing helping neighbors during festivals and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
332,World Values Survey,Creativity,10–12,3,Hinglish,"In classroom chores, choose Gratitude: Tiffin sharing kindly.",Tiffin sharing kindly,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","Tiffin sharing kindly ke dauran classroom chores mein gratitude dikhana seekhein. Paani bachao, future bachao.",Draw a comic showing the lesson.,What is one way to show gratitude during classroom chores?,"By practicing tiffin sharing kindly and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
333,World Values Survey,Honesty,8–10,2,English,God cares about homework time; practice Self-control: Recycling and saving water.,Recycling and saving water,Ephesians 4:32,"Be kind and compassionate to one another, forgiving each other.","During homework time, practice self-control. Recycling and saving water is a simple way to show care for others.",Design a poster about the verse.,What is one way to show self-control during homework time?,"By practicing recycling and saving water and remembering Ephesians 4:32 — Be kind and compassionate to one another, forgiving each other.",non_sensitive
334,World Values Survey,Work,10–12,3,English,Be Respect in park clean-ups: Queueing at shops and buses.,Queueing at shops and buses,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During park clean-ups, practice respect. Queueing at shops and buses is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show respect during park clean-ups?,"By practicing queueing at shops and buses and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
335,World Values Survey,Technology,10–12,1,Hinglish,Show Self-control when you morning assembly: Queueing at shops and buses.,Queueing at shops and buses,Proverbs 3:5,Trust in the Lord with all your heart.,"Queueing at shops and buses ke dauran morning assembly mein self-control dikhana seekhein. Helmet peheno, safety first!",Write two sentences on how to apply this today.,What is one way to show self-control during morning assembly?,By practicing queueing at shops and buses and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
336,World Values Survey,Festival,6–8,3,English,"In rainy season, choose Honesty: Using inside voices in public places.",Using inside voices in public places,Proverbs 15:1,A gentle answer turns away wrath.,"During rainy season, practice honesty. Using inside voices in public places is a simple way to show care for others.",Draw a comic showing the lesson.,What is one way to show honesty during rainy season?,By practicing using inside voices in public places and remembering Proverbs 15:1 — A gentle answer turns away wrath.,non_sensitive
337,World Values Survey,Civics,6–8,1,Hinglish,Show Stewardship when you morning assembly: Public transport manners.,Public transport manners,Proverbs 22:1,A good name is more desirable than great riches.,Public transport manners ke dauran morning assembly mein stewardship dikhana seekhein. Please aur thank you bolna chahiye.,Write two sentences on how to apply this today.,What is one way to show stewardship during morning assembly?,By practicing public transport manners and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
338,World Values Survey,Helping,10–12,3,Hinglish,Be Honesty in park clean-ups: Queueing at shops and buses.,Queueing at shops and buses,Proverbs 3:5,Trust in the Lord with all your heart.,Queueing at shops and buses ke dauran park clean-ups mein honesty dikhana seekhein. Line mein aage nahi ghusna chahiye.,Make a thank-you card for a helper.,What is one way to show honesty during park clean-ups?,By practicing queueing at shops and buses and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
339,World Values Survey,Helping,6–8,3,English,"In temple/church visits, choose Peacemaking: Traffic safety and helmets.",Traffic safety and helmets,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During temple/church visits, practice peacemaking. Traffic safety and helmets is a simple way to show care for others.",Act out a short skit with friends.,What is one way to show peacemaking during temple/church visits?,"By practicing traffic safety and helmets and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
340,World Values Survey,Nature,10–12,1,English,God cares about library hour; practice Respect: Helping neighbors during festivals.,Helping neighbors during festivals,Proverbs 22:1,A good name is more desirable than great riches.,"During library hour, practice respect. Helping neighbors during festivals is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show respect during library hour?,By practicing helping neighbors during festivals and remembering Proverbs 22:1 — A good name is more desirable than great riches.,non_sensitive
341,World Values Survey,Travel,6–8,3,English,Show Honesty when you library hour: Helping neighbors during festivals.,Helping neighbors during festivals,Proverbs 3:5,Trust in the Lord with all your heart.,"During library hour, practice honesty. Helping neighbors during festivals is a simple way to show care for others.",Write two sentences on how to apply this today.,What is one way to show honesty during library hour?,By practicing helping neighbors during festivals and remembering Proverbs 3:5 — Trust in the Lord with all your heart.,non_sensitive
342,World Values Survey,Family,8–10,2,Hinglish,God cares about library hour; practice Humility: Handwashing before meals.,Handwashing before meals,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.",Handwashing before meals ke dauran library hour mein humility dikhana seekhein. Sach bolna zaroori hai.,Act out a short skit with friends.,What is one way to show humility during library hour?,"By practicing handwashing before meals and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
343,World Values Survey,Sports,6–8,1,English,"In library hour, choose Courage: Handwashing before meals.",Handwashing before meals,Colossians 3:23,"Whatever you do, work at it with all your heart, as working for the Lord.","During library hour, practice courage. Handwashing before meals is a simple way to show care for others.",Start a 7‑day kindness chart at home.,What is one way to show courage during library hour?,"By practicing handwashing before meals and remembering Colossians 3:23 — Whatever you do, work at it with all your heart, as working for the Lord.",non_sensitive
344,World Values Survey,Nature,10–12,1,English,Be Self-control in playground games: Handwashing before meals.,Handwashing before meals,Micah 6:8,"Act justly, love mercy, and walk humbly with your God.","During playground games, practice self-control. Handwashing before meals is a simple way to show care for others.",Design a poster about the verse.,What is one way to show self-control during playground games?,"By practicing handwashing before meals and remembering Micah 6:8 — Act justly, love mercy, and walk humbly with your God.",non_sensitive
345,World Values Survey,Festival,10–12,3,Hinglish,God cares about morning assembly; practice Humility: Respect for teachers (Guru).,Respect for teachers (Guru),Philippians 2:4,"Look not only to your own interests, but also to the interests of others.",Respect for teachers (Guru) ke dauran morning assembly mein humility dikhana seekhein. Line mein aage nahi ghusna chahiye.,Design a poster about the verse.,What is one way to show humility during morning assembly?,"By practicing respect for teachers (guru) and remembering Philippians 2:4 — Look not only to your own interests, but also to the interests of others.",non_sensitive
